"Location","latitude","longitude"
"Chatsworth",34.2565670013,-118.600353241
"Santa Barbara",34.4328594208,-119.6998634338
"Cornwall and Isles of Scilly",50.3905448914,-5.3357930183
"Gardiner",44.1971893311,-69.8078079224
"Lakewood",41.4770030975,-81.794670105
"Lakewood",39.7126865387,-105.1330718994
"Hollywood",34.0956726074,-118.3318099976
"Hollywood",26.021905899,-80.2770004272
"Duluth",46.7643585205,-92.1130218506
"Duluth",33.9984893799,-84.1479072571
"Oxford",51.750371933,-1.2264364958
"Oxford",34.3675060272,-89.5329933167
"Oxford",33.6009159088,-85.8352355957
"State College",40.79545784,-77.8642196655
"Derby",52.9332237244,-1.4858794808
"Londonderry",42.8744850159,-71.3990936279
"Londonderry",55.0072154999,-7.3098344803
"Bentonville",36.3424701691,-94.2260894775
"Muskogee",35.7419719696,-95.3802719116
"Bradenton",27.4589233398,-82.5563201904
"Surprise",33.6633377075,-112.4080429077
"Mobile",30.6822328568,-88.1815261841
"Temple",31.0945606232,-97.3728561401
"Sarajevo",43.8618412018,18.4083957672
"Manchester",53.4484634399,-2.2763630152
"Manchester",42.9864826202,-71.4438095093
"Manchester",41.7796611786,-72.5275497437
"Madison",34.7059574127,-86.7323417664
"Madison",43.0567493439,-89.4149284363
"Madison",40.756937027,-74.4202156067
"Troon",55.5526008606,-4.6544260979
"Hastings",50.8684844971,0.5999525189
"Aurora",39.6951599121,-104.7764930725
"Aurora",41.7582130432,-88.3037223816
"Aurora",39.74379,-104.875229
"Aurora",43.9940795898,-79.4492759705
"Menlo Park",37.454832077,-122.1857833862
"Bradford",53.4869213104,-2.2044374943
"Hayward",37.6328334808,-122.0784759521
"Istanbul",40.9930973053,28.9499168396
"West Midlands",52.5002365112,-1.8364115357
"Littleton",39.5846500397,-105.0521354675
"Littleton",44.310333252,-71.7987861633
"Boalsburg",40.7703819275,-77.7797660828
"Olean",42.0752124786,-78.4228019714
"Leiria",39.7470531464,-8.807952404
"Middletown",41.5204868317,-71.279510498
"Middletown",41.4440765381,-74.4230690002
"Middletown",41.5594463348,-72.6974868774
"Berlin",42.3789157867,-71.640171051
"Berlin",52.499370575,13.4154214859
"Encinitas",33.0539302826,-117.2706680298
"Walla Walla",46.0562210083,-118.3254890442
"Shinjuku-ku",35.693113327,139.7318954468
"Shreveport",32.4770450592,-93.7834091187
"Johannesburg",-26.2007932663,28.0429162979
"Lake Worth",26.6062402725,-80.0810623169
"Soldotna",60.4828357697,-151.0776443481
"Westport",41.1234817505,-73.340057373
"Westport",44.6790847778,-76.3879814148
"Paisley",55.8334064484,-4.4640104771
"Tallahassee",30.4611291885,-84.2741203308
"Akron",41.0893497467,-81.5187797546
"Gainesville",29.6606664658,-82.3500404358
"San Carlos",37.511806488,-122.2850189209
"Clovis",36.8346233368,-119.7033424377
"Clovis",34.4140605927,-103.218460083
"Los Alamos",35.142639,-106.63784
"Torrance",33.8419132233,-118.3397865295
"Oconomowoc",43.1127223969,-88.5009460449
"Lansing",42.7176456451,-84.5594902039
"Santa Cruz",37.4020748138,-122.1945343018
"Shawnee",39.0169620514,-94.7797355652
"Montreal",45.5219459534,-73.5740661621
"Montreal",46.4330463409,-90.2364082336
"Mandeville",30.3756017685,-90.0664405823
"Dahlonega",34.5400028229,-83.9778785706
"Port Orange",29.1137981415,-81.00963974
"Herndon",38.957359314,-77.4062347412
"Townsville",-19.2817678452,146.7823410034
"Omaha",41.2783527374,-96.0463943481
"Pembrokeshire County",51.8487606049,-4.9681293964
"Carpinteria",34.3873176575,-119.5041809082
"Excelsior",44.9061126709,-93.5599365234
"Magnolia",36.376732,-94.216743
"San Rafael",37.9943752289,-122.5277862549
"Olympia",47.0505981445,-122.8538856506
"Naperville",41.7434520721,-88.1580810547
"Merriam",39.0149383545,-94.704410553
"Winchester Hills",37.1149120331,-113.621170044
"Deerwood",46.4631710052,-93.8991394043
"Quebec",46.8486156464,-71.3551902771
"Eugene",44.0585308075,-123.0980224609
"Las Cruces",32.3129901886,-106.7754592896
"Corvallis",44.5697937012,-123.2771568298
"Kihei",20.7234191895,-156.441696167
"Corona",33.8497772217,-117.5434494019
"Columbia",38.9513664246,-92.3357429504
"Columbia",34.0531578064,-81.096736908
"Fort Lauderdale",26.147892952,-80.1887893677
"Pasadena",34.3830032349,-117.9873123169
"Torrington",41.8318061829,-73.1194648743
"Somerset",37.0750980377,-84.6179084778
"Somerset",51.180929184,-3.0308095217
"North Chicago",42.3273868561,-87.8685836792
"Bundaberg",-24.8733091354,152.3634796143
"Moscow",55.7692661285,37.610578537
"Essex",51.7724895477,0.6627979744
"Essex",39.3033981323,-76.4702033997
"Pittsfield",42.4514961243,-73.2718505859
"Bristol",51.4697475433,-2.6126705408
"Bristol",40.1237869263,-74.8745765686
"Bristol",41.6702747345,-71.2759475708
"Sharon",42.761299,-74.532799
"West Toronto",43.6524562836,-79.4594535828
"Kingston upon Thames",51.4190578461,-0.2922099978
"Bryan",30.6717147827,-96.3751907349
"Northeastern Manitoulin and Islands",45.734009,-81.618469
"Monterey",36.601732254,-121.8832244873
"Draper",40.5051059723,-111.8559112549
"Albuquerque",35.095998764,-106.5802001953
"Lancashire",53.8523006439,-2.5891679525
"Wilmington",39.7196598053,-75.5693283081
"Wilmington",34.2057723999,-77.8643226624
"Florence",34.1992397308,-79.7781562805
"Florence",43.7788543701,11.2347164154
"West Midland",31.999201,-102.090263
"Tampa",27.999587059,-82.4777145386
"Marietta",33.9541187286,-84.542175293
"Prescott Valley",34.6075077057,-112.3115310669
"Winsted",41.908405304,-73.0705108643
"Riverside",33.9272994995,-117.384098053
"Hermitage",41.2434082031,-80.4617271423
"Kahului",20.8784656525,-156.4862442017
"La Crescenta",34.2429637909,-118.2461128235
"Santa Rosa",38.4394721985,-122.7072143555
"Upperco",39.5571708679,-76.8510971069
"Cochrane",51.1842403412,-114.4678382874
"Fort Garland",37.4326133728,-105.4256629944
"Sterling",39.0237617493,-77.3958587646
"Nairobi",-1.2780829668,36.7969894409
"Bethlehem",40.6351451874,-75.3541030884
"Grand Rapids",42.9535865784,-85.6412391663
"Springport",44.6175460815,-83.3070068359
"Seymour",41.3949966431,-73.0603675842
"Seymour",35.8759326935,-83.7717704773
"Ashland",37.7720985413,-77.457775116
"Ashland",42.1968460083,-122.694732666
"Ashland",40.8546409607,-82.3021202087
"Edison",40.5458488464,-74.3798942566
"Walderslade",51.3355979919,0.5187094957
"Middlesbrough",54.5627117157,-1.217700541
"Middlesbrough",54.5465984344,-1.2435154915
"Budapest",47.4890632629,19.0975589752
"Idlyllwild-Pine Cove",33.7606964111,-116.7036552429
"Naugatuck",41.4950408936,-73.0672798157
"Gilbert",33.3119068146,-111.7758979797
"San Luis Obispo",35.2843532562,-120.6688041687
"Crawley",51.1102275848,-0.1866809949
"Baldwin",40.6594905853,-73.6078186035
"Midland",43.6257820129,-84.2382698059
"Hyderabad",25.3674573898,68.3559265137
"Plaucheville",30.96538,-91.982674
"Billings",45.781791687,-108.5275192261
"Tempe",33.3867645264,-111.9379653931
"Clarkston",46.4247493744,-117.0602264404
"Clarkston",42.7380142212,-83.4091148376
"Wellington",-41.2994556427,174.7672195435
"Manassas",38.7647361755,-77.4737701416
"Vila Velha",-20.3237791061,-40.2914600372
"Silver Springs Shores",29.094830513,-81.9795074463
"Downtown",35.381860733,-119.0146255493
"Downtown",35.0487098694,-85.3082275391
"Downtown",32.297662735,-90.1769561768
"Enschede",52.2264404297,6.8933515549
"Aberdeen",57.1587657928,-2.130381465
"Nampa",43.5828704834,-116.5791015625
"Riviera Beach",26.7786026001,-80.0839805603
"Central Point",42.3781471252,-122.9033737183
"Knoxville",35.9724254608,-83.9532089233
"Amityville",40.6774864197,-73.4206504822
"Lancaster",40.0374546051,-76.3085136414
"Carbondale",37.7233428955,-89.2140388489
"Carbondale",41.5731105804,-75.505607605
"Rockford",42.264043808,-89.0647735596
"Newcastle",51.851559,-2.80248
"Newcastle",-32.9986629486,151.6961746216
"San Marcos",33.1040992737,-117.2073898315
"San Marcos",29.876077652,-97.9308853149
"Gloucester",51.8498821259,-2.2489404678
"Holtsville",40.8112049103,-73.0340919495
"Fremont",37.5258846283,-121.9860496521
"Fremont",42.9943809509,-71.1411819458
"Kampala",0.3197460026,32.5940971375
"Tolpuddle",50.7494888306,-2.2963780165
"Hillsboro",39.1950283051,-77.7367668152
"Cleveland",41.5018901825,-81.6546592712
"Cleveland",33.7493400574,-90.7328109741
"Cleveland",35.1666297913,-84.8649024963
"Shelby",42.688785553,-83.0437660217
"Longmont",40.1670951843,-105.102432251
"Medway",51.396987915,0.5553559959
"Allentown",40.6060791016,-75.4787025452
"Southampton",50.9087028503,-1.3971749544
"Lisbon",38.744436264,-9.14372015
"Exeter",50.7002105713,-3.6038584709
"Exeter",42.9783229828,-70.946346283
"West Seattle",47.5575447083,-122.3945274353
"Saco",43.5123386383,-70.4375457764
"Auckland",-36.8737335205,174.7990493774
"Tuscaloosa",33.2174892426,-87.5375823975
"Rochester",43.1746616364,-77.610042572
"Rochester",42.6736125946,-83.1414451599
"Rochester",44.0158786774,-92.4754333496
"Colorado Springs",38.8482093811,-104.7977104187
"Paris",48.8586502075,2.3860930204
"Newburgh",37.958940506,-87.4134140015
"Newburgh",41.5448474884,-74.034702301
"Leamington",52.2826423645,-1.5225105286
"North Lewiston",46.4399433136,-117.0025634766
"Kingston upon Hull City",53.7402076721,-0.3859369978
"Port Richey",28.2956123352,-82.7170372009
"Ridgewood",40.7025871277,-73.9053878784
"Oswego",43.4512653351,-76.5168647766
"Wailuku",20.8876752853,-156.5161209106
"Murfreesboro",35.8512153625,-86.4013328552
"Montclair",40.828502655,-74.2162284851
"Belfast",54.5973129272,-5.9380245209
"Isla Vista",34.3993396759,-119.8595504761
"Euless",32.8389949799,-97.0852203369
"Jackson",43.5032100677,-110.7199325562
"Jackson",42.2400989532,-84.4084091187
"Jackson",32.3100376129,-90.1960906982
"Jackson",35.175549,-89.925102
"Fredericksburg",38.3597049713,-77.4829330444
"North Plains",45.6014976501,-122.9875297546
"Findlay",41.0230083466,-83.6429786682
"Leeds",53.8185386658,-1.5281105042
"Woodstock",34.1133594513,-84.5218696594
"Woodstock",42.3118495941,-88.4322471619
"Woodstock",42.0563983917,-74.112159729
"Woodstock",46.1522426605,-67.5903396606
"Woodstock",41.950176239,-72.0048065186
"Zionsville",39.9464912415,-86.2586669922
"Herriman",40.5024356842,-112.0425643921
"Espoo",60.2273769379,24.6651058197
"Thousand Oaks",34.1843166351,-118.9043235779
"Beaverton",45.4771270752,-122.8126907349
"Naples",26.1637239456,-81.6732749939
"Naples",40.8467960358,14.2456731796
"Worcester",52.2000541687,-2.2105104923
"Worcester",42.2796764374,-71.8049354553
"Blacksburg",37.2384986877,-80.4196434021
"Tracy",37.7239723206,-121.4757270813
"Carmichael",38.6219978333,-121.3491821289
"Madrid",40.4411277771,-3.6818890572
"Milan",45.4704341888,9.1821470261
"Annapolis",38.9642925262,-76.5008239746
"Fredericktown",37.5648803711,-90.3153076172
"Northville",42.4370288849,-83.4873733521
"Floresville",29.1452636719,-98.1584587097
"Waco",31.5372600555,-97.1639823914
"Rexburg",43.8192710876,-111.8031463623
"Manteo",35.9109764099,-75.6607398987
"Keene",42.9345912933,-72.2942276001
"Mount Prospect",42.0661373138,-87.9465713501
"Waveland",30.298951149,-89.3802757263
"Tustin",33.7498226166,-117.7942390442
"Bellevue",47.5798950195,-122.1343269348
"Derry",42.8922863007,-71.3129425049
"North Adams",42.6842079163,-73.1307830811
"Venice",33.9863414764,-118.4672546387
"Venice",45.4397239685,12.3379898071
"Pittsboro",35.7553310394,-79.1775970459
"South Suburban",41.7736148834,-87.7734794617
"Auburn Hills",42.6607074738,-83.2460899353
"Bathurst",-33.4255008698,149.5992889404
"Eau Claire",44.8101196289,-91.4956245422
"Zurich",47.3733615875,8.5542092323
"Shelburne Falls",42.60820961,-72.7373886108
"Anoka",45.2208385468,-93.405670166
"Stamford",41.0840854645,-73.4060821533
"Danbury",41.3912525177,-73.4699897766
"Johnson City",36.3246650696,-82.3846931458
"Johnson City",42.1079463959,-75.9609298706
"Rock Island",41.5180988312,-90.5880470276
"Mount Shasta",41.3019809723,-122.2865562439
"Reading",40.3450965881,-75.9416809082
"Reading",51.4638900757,-0.9861085117
"Indiana",40.5670909882,-79.8832321167
"Murphys",38.1445083618,-120.4447364807
"Kingston",18.0058479309,-76.7929725647
"Kingston",41.486284256,-71.5166702271
"Kingston",41.9526863098,-74.0234298706
"Kingston",44.3197975159,-76.4751091003
"Beijing",39.9295883179,116.3445281982
"Antarctica",-81.5,0
"Hoboken",40.7432537079,-74.0442047119
"Chillicothe",39.3564910889,-82.9813423157
"Chillicothe",40.9100723267,-89.5157318115
"Rugby",52.3700675964,-1.2618820071
"California City",35.0816020966,-118.0262794495
"Peoria",40.7510490417,-89.6218109131
"Peoria",33.6931819916,-112.2888793945
"Reno",39.5116539001,-119.8815040588
"Hanover",43.7069950104,-72.2796859741
"Sparks",39.5401058197,-119.7320709229
"Key West",24.5547323227,-81.7833328247
"Lafayette",40.0131492615,-105.0874938965
"Lafayette",30.2128171921,-92.0398788452
"Lafayette",40.4023246765,-86.8644943237
"Lafayette",37.8984375,-122.1234169006
"Lakeland",28.0615587235,-81.9613761902
"Norristown",40.1302223206,-75.3713378906
"Jaén",43.270432,-4.0517
"Nootdorp",52.0379428864,4.3974919319
"Smyrna",33.8783512115,-84.5092163086
"Smyrna",36.560291,-85.167
"Old Saybrook",41.2869796753,-72.3857269287
"Bakersville",36.024766922,-82.1705818176
"Becida",47.361141,-95.078041
"Okemah",35.4259853363,-96.29347229
"Northern San Diego",32.8707313538,-117.2170829773
"Chichester",50.8379020691,-0.7856934965
"Toledo",41.662519455,-83.581287384
"Van Nuys",34.1879882813,-118.4548072815
"Grimsby Centre",43.173409,-79.56514
"Munich",48.1511764526,11.5556206703
"Foxboro",42.0584545136,-71.2429466248
"Jerome",34.7293243408,-112.1270332336
"Jerome",42.7133731842,-114.516784668
"Akureyri",65.685043335,-18.1155967712
"Greenpoint",40.7267913818,-73.9460029602
"Buckfield",44.2897,-70.365303
"Santiago de Compostela",42.8868961334,-8.5226182938
"Preston",51.5692844391,-0.2907029986
"Fall River",41.6747150421,-71.1772041321
"Cape Coral South",26.6263360977,-81.9365501404
"Beaumont",33.9279174805,-117.0049591064
"Nichols Hills",35.5398387909,-97.5458030701
"Marquette",46.5479373932,-87.4203643799
"Huntington Beach",33.6980209351,-118.0089073181
"Ridgeley",39.6409263611,-78.7776565552
"Upton upon Severn",52.0627708435,-2.2237974405
"Allen",33.1066074371,-96.675983429
"Sendai-shi",38.2967472076,140.7863082886
"Shenzhen",22.5499715805,114.1010856628
"Chattanooga",35.0813941956,-85.2595481873
"Bushwick",40.6956176758,-73.9193572998
"Tahlequah",35.921705246,-94.9604568481
"Triangle",35.486252,-80.995079
"Deerfield Beach",26.290971756,-80.119342804
"Champaign",40.1085567474,-88.2530860901
"Newport Beach",33.6190185547,-117.8976325989
"Port Douglas",-16.4846448898,145.4783401489
"West Gunnison",38.545361,-106.936867
"Wyoming",-33.4040794373,151.3556365967
"Warren",42.4999465942,-83.0172271729
"Yorba Linda",33.891500473,-117.777256012
"Lanesboro",43.7230529785,-91.9604797363
"Camarillo",34.2130413055,-118.9824867249
"Niagara Falls",43.0975151062,-79.0864562988
"Plymouth",41.9128456116,-70.6270523071
"Plymouth",50.3700580597,-4.1193128824
"Hawaiian Ocean View Estates",19.112089,-155.771164
"Sylva",35.3811302185,-83.2278137207
"Chaska",44.8109836578,-93.60887146
"Mesa",33.4287624359,-111.7342910767
"Bay City",43.6005153656,-83.8832969666
"Brunswick",43.889837265,-69.9695091248
"Brunswick",31.1732397079,-81.5051689148
"Brunswick",46.07056,-65.545822
"Leicester",52.6399536133,-1.1248964667
"Milton",43.5369739532,-79.901309967
"San Juan",18.4034585953,-66.0540733337
"Marathon",28.801069,-81.634811
"Marathon",24.7224149704,-81.0827484131
"Nashua",42.7530479431,-71.4953308105
"55432",45.09486,-93.258827
"Apple Valley",34.5315341949,-117.213886261
"Old Brazoria",29.0529,-95.558128
"Claremont",34.116153717,-117.7185630798
"Dublin",53.3359851837,-6.2583599091
"Dublin",40.1037559509,-83.1403808594
"Dublin",37.7161006927,-121.9177207947
"Surrey",45.917931,-64.642632
"Surrey",51.2804203033,-0.3919245116
"Surrey",49.1122207642,-122.8190612793
"Campbellsville",37.3534965515,-85.3505706787
"Raritan",40.4965457916,-74.8622970581
"Ojai",34.4497203827,-119.2419586182
"Durango",37.3683853149,-107.8334960938
"Moline",41.484128952,-90.4940261841
"Hotchkiss",38.806684494,-107.7071228027
"Rural Hall",36.215959549,-80.2873573303
"Nelson",-41.2793750763,173.2698440552
"Nelson",49.501739502,-117.3157424927
"Isle of Wight",50.619468689,-1.3101194799
"Isle of Wight",50.6848964691,-1.3214490414
"Seoul",37.5509128571,127.0012550354
"Woodside",40.7456855774,-73.9001235962
"Johnson",44.6241474152,-72.6909561157
"South Shropshire District",52.4761371613,-2.7957839966
"Satellite Beach",28.1814422607,-80.6215286255
"Henderson",36.0266475677,-115.0172386169
"South Melbourne",-37.8374519348,144.9591369629
"Caerphilly County Borough",51.6618766785,-3.2012050152
"Elk Grove",38.4143295288,-121.3905563355
"Wales",53.336977005,-1.2776859999
"Cwmbran",51.6519126892,-3.0545580387
"Burlington",44.4820671082,-73.246837616
"Oslo",59.9294929504,10.7764501572
"Stockholm",59.3873996735,18.0847043991
"King of Prussia",40.0770969391,-75.3633995056
"Hamilton",43.2369384766,-79.863986969
"Hamilton",-37.779466629,175.2837524414
"Hamilton",46.2483386993,-114.1587409973
"Hamilton",39.1367263794,-77.6571807861
"Korolyov",55.9208488464,37.8577766418
"Glendale",34.1819019318,-118.2544250488
"Stockton",32.713470459,-117.1211357117
"Stockton",37.9686183929,-121.3085021973
"North Miami Beach",25.9217729568,-80.165348053
"Davenport",41.5393810272,-90.6027641296
"Kiev",50.443605423,30.5337953568
"Syracuse",43.0412788391,-76.1411743164
"San Leandro",37.7097606659,-122.1593399048
"Palm Springs",33.816740036,-116.5897903442
"Devon",50.7075443268,-3.7974070311
"Hammond",41.6357917786,-87.4869155884
"Westwood",42.2244567871,-71.231262207
"Tacoma",47.2039070129,-122.4785957336
"Wichita Falls",33.920135498,-98.5077514648
"Beachy Head",50.7351474762,0.2346604988
"Grove City",41.154417038,-80.087348938
"Chatham",41.670293808,-69.9714431763
"Ocala",29.1034221649,-82.0629768372
"Incline Village",39.2273025513,-119.9634056091
"Subiaco",-31.9507446289,115.827331543
"Cumming",34.2061309814,-84.139755249
"Farnborough",51.2937488556,-0.7634389997
"Bethnal Green",51.5271320343,-0.0595659986
"Downtown Phoenix",33.467256546,-112.0277023315
"Banff",51.1829280853,-115.6114349365
"Snowmass Village",39.2025566101,-106.939781189
"Evanston",42.050825119,-87.6976165771
"Norwalk",33.9082508087,-118.0828514099
"Cartersville",34.189994812,-84.8050193787
"Laurel",39.0894508362,-76.8557624817
"Laurel",38.5579128265,-75.5489082336
"Emeryville",37.8321552277,-122.318687439
"Lynchburg",37.3891849518,-79.1725540161
"Rohnert Park",38.3438644409,-122.6956367493
"Cedar City",37.684753418,-113.0810089111
"Marina del Rey",33.9759693146,-118.4507598877
"Greenfield",42.6003036499,-72.6091995239
"Lewisville",33.0467948914,-97.0188026428
"Harrisonburg",38.4455223084,-78.8628997803
"Santa Clara",37.3674259186,-121.9708366394
"Santa Clara",22.410068512,-79.9691390991
"Kennesaw",34.020986557,-84.628200531
"Toluca Lake",34.1546382904,-118.3642654419
"South Yorkshire",53.4693927765,-1.3489469886
"Ormond Beach",29.3260812759,-81.0938644409
"Berea",37.5841388702,-84.2895088196
"Berea",41.3808364868,-81.8513336182
"City of Gold Coast",-28.006526947,153.4089279175
"Carrollton",33.5870838165,-85.0936698914
"Gulfport",30.4047641754,-89.068271637
"Rabat",34.0120830536,-6.852098465
"Asbury Park",40.2206954956,-74.0062332153
"Malvern",40.0331687927,-75.5301246643
"South Hadley",42.2518806458,-72.592956543
"Virginia Beach",36.7958717346,-76.0533065796
"Sandy",40.5674266815,-111.8217697144
"Sandy",45.4124355316,-122.2465629578
"Fort Wayne",41.0799484253,-85.1403617859
"Killeen",31.1020612717,-97.7331085205
"Coventry",41.7758464813,-72.3216247559
"Zagreb",45.7976837158,15.962597847
"Norwich",52.6321086884,1.266040504
"San Bernardino",34.0919837952,-117.3602294922
"Hamden",41.3805103302,-72.8964538574
"Temecula",33.5016155243,-117.1536521912
"Blairsville",34.8685626984,-83.9510192871
"Menasha",44.2211399078,-88.4402198792
"Bangor",44.8240451813,-68.7836418152
"Bangor",54.6585559845,-5.6798129082
"Newfields",43.0395946503,-70.9508247375
"South Chicago",41.7393417358,-87.5463562012
"Utica",43.1049442291,-75.2281723022
"Port-au-Prince",18.5518751144,-72.3461303711
"Saskatchewan",50.196209,-100.08242
"Athens",33.9480895996,-83.3633766174
"Athens",37.9676399231,23.7491092682
"Athens",39.3173389435,-82.0995903015
"Athens",35.4420375824,-84.613609314
"Brandon",32.2724571228,-90.0025062561
"Brandon",27.9235773087,-82.3182220459
"Lowell",42.6304588318,-71.3659858704
"Mackay",-21.0962400436,149.1790618896
"Minocqua",45.8623256683,-89.7154808044
"Scarborough",54.2915096283,-0.4323904961
"Pahoa",19.4408454895,-154.9390640259
"Manila",14.5667085648,121.0236701965
"Escondido",33.0875701904,-116.9812355042
"Parsippany",40.8637714386,-74.4350166321
"St. Johnsbury",44.4236106873,-72.0192680359
"New Brunswick",40.4953022003,-74.4313735962
"Saugus",34.436914444,-118.5191268921
"Purchase",41.0474147797,-73.7004394531
"Bridgewater",40.5852050781,-74.5967826843
"Bridgewater",38.3836612701,-78.9780540466
"Lynnwood",47.8444347382,-122.2736244202
"Twin Bridges",45.5323047638,-112.3309555054
"Rockville",39.0944023132,-77.172000885
"Warwickshire",52.3309650421,-1.551082015
"Lachute",45.6499233246,-74.3498573303
"Overland Park",38.9206886292,-94.6873130798
"Wokingham",51.4124546051,-0.8521479964
"Compton",33.8917198181,-118.2215957642
"Murphysboro",37.7652301788,-89.3377952576
"Valley Village",34.1629905701,-118.4011459351
"North Mojave",34.596069,-117.274261
"Central San Diego",32.7113018036,-117.1528244019
"Fairfax",38.8488693237,-77.3205032349
"Fairfax",37.9897022247,-122.601234436
"Suffolk",52.2471733093,1.1207050234
"Suffolk",54.5675201416,-6.0190083981
"Suffolk",36.7661819458,-76.5329437256
"Huntley",42.1699581146,-88.4308319092
"Derbyshire",53.1258640289,-1.62321347
"Missoula",46.8703804016,-114.0009536743
"Osaka-shi",34.7130203247,135.5076980591
"Lawrenceville",33.9463253021,-83.9986610413
"Bar Harbor",44.3864326477,-68.2635612488
"Poulsbo",47.7431201935,-122.6460037231
"Southlake",32.9617214203,-97.1373786926
"Livermore",37.6892814636,-121.7353820801
"Mason",39.3580436707,-84.3103370667
"Thornton",39.8981647491,-104.9650306702
"Taguig",14.5289468765,121.0671043396
"Faribault",44.3008213043,-93.2773895264
"Park City",40.6421489716,-111.5023040772
"Tauranga South",-37.7076244354,176.1531524658
"Thunder Bay",48.3933391571,-89.2761039734
"Cheney",47.4986953735,-117.5695991516
"Paignton",50.4386577606,-3.5936444998
"Pelham",42.3889350891,-72.4327011108
"Belleville",40.7919025421,-74.1618385315
"Carmel-by-the-Sea",36.5386657715,-121.9112129211
"Ipswich",52.0643863678,1.1526625156
"Lake Forest",33.6469211578,-117.701084137
"Ardmore",39.9944667816,-75.3294944763
"Weatherford",32.7531089783,-97.7644691467
"Colombia",3.38034,-74.806168
"Los Gatos",37.2122173309,-121.9788284302
"Los Gatos",37.2473392487,-121.9357795715
"Haddon Heights",39.8894519806,-75.0544929504
"Nunda",42.5887889862,-77.9302177429
"Sioux City",42.5007076263,-96.3914299011
"Greenwood",39.6229114532,-86.1143798828
"Greenwood",49.0914897919,-118.6796379089
"East Redding",40.555908,-122.337067
"St Kilda West",-37.8552284241,144.9699172974
"St. Peters",38.7785835266,-90.6057701111
"Coquille",43.1797809601,-124.1959648132
"Woodbury",39.8368968964,-75.1536598206
"Woodbury",41.537147522,-73.2041244507
"12308",42.823929,-73.921082
"Japan",-6.67469,110.912804
"Mansfield",32.6011676788,-97.1354217529
"Mansfield",42.0190219879,-71.2259140015
"South Brisbane",-27.4839115143,153.0197906494
"Oklahoma City",35.4801235199,-97.5261650085
"Minnetonka",44.9277362823,-93.4622306824
"Hot Springs",34.4991817474,-93.0562553406
"Bowling Green",36.9683437347,-86.429107666
"Bowling Green",41.3779373169,-83.6573944092
"Antrim",54.7256011963,-6.2111370564
"Petaluma",38.2330360413,-122.6294212341
"Marina",36.6789703369,-121.815246582
"Basingstoke and Deane Borough",51.2608585358,-1.2039895058
"Winchester",51.0723438263,-1.34009552
"Winchester",39.1696071625,-78.1615447998
"West Falls",42.6954421997,-78.6738052368
"South Portland",43.6562709808,-70.2442398071
"North Hollywood",34.187877655,-118.3812675476
"Simi Valley",34.2684211731,-118.7294158936
"Longyearbyen",78.2187309265,15.6644434929
"Portales",34.1818523407,-103.3452987671
"Stevenson Ranch",34.3852577209,-118.5843200684
"Marfa",30.3158636093,-104.0408706665
"Augusta",44.3378639221,-69.7619667053
"Augusta",33.4268932343,-82.1192474365
"Corbett",45.5289154053,-122.2878990173
"Redlands",34.0483188629,-117.1736030579
"Peterborough",44.305267334,-78.3339805603
"Peterborough",42.8863315582,-71.9364089966
"Dar es Salaam",-6.8137178421,39.2695465088
"Flagstaff",35.1915149689,-111.6301574707
"Tel Aviv",32.0641698837,34.79454422
"Chesapeake",36.7012786865,-76.2830924988
"East Nashville",36.1826839447,-86.7585868835
"Kailua Kona",19.7270593643,-155.9408950806
"La Paz",24.1464710236,-110.3251342773
"Crewkerne",50.8764019012,-2.7783390284
"St. John's",49.9227581024,-97.131313324
"St. John's",47.5112762451,-52.8221035004
"Swarthmore",39.9059619904,-75.3585968018
"Heart of Lubbock",33.5684070587,-101.8623123169
"Lompoc",34.6633586884,-120.4484786987
"West Las Vegas",36.18874,-115.16375
"Rye",43.0081577301,-70.7392501831
"Rye",40.9633293152,-73.680065155
"American Fork",40.3770084381,-111.7987632751
"Fontana",34.0983638763,-117.4638519287
"St. Charles",38.777053833,-90.5243835449
"St. Charles",41.9301815033,-88.3219299316
"Lodi",38.1247901917,-121.2856826782
"Erie",42.1188621521,-80.0900192261
"Erie",40.0343284607,-105.0380516052
"Red Bank",40.3527622223,-74.074344635
"Glassboro",39.7052440643,-75.1052398682
"Willamina",45.0761508942,-123.4763374329
"Halifax",44.6380653381,-63.5999183655
"Halifax",53.7339096069,-1.8740374446
"Fulton",38.8495922089,-91.9530258179
"Cabot",34.9599552155,-92.0313148499
"Clearwater",27.9609985352,-82.7410621643
"Spring",30.0751333237,-95.4174957275
"Wanaka",-44.7015342712,169.118812561
"Kyoto-shi",35.1095161438,135.7690429688
"Ontario",34.0336780548,-117.6153450012
"Midlothian",37.4926891327,-77.6533317566
"Maine",46.817261,-67.927521
"Wiltshire",51.31823349,-1.9187660217
"Prince Rupert",54.2878646851,-130.30834198
"Denali",63.7037906647,-148.904914856
"Alpharetta",34.0639533997,-84.2856521606
"Gonzales",36.5017223358,-121.4624023438
"San Sebastián de Los Reyes",40.5475616455,-3.6123930216
"Mount Elliot",-33.399879,151.386475
"Hobart",-42.8527908325,147.3363876343
"Minesing",44.4353370667,-79.8492965698
"Genoa",42.0973491669,-88.6844062805
"Sandusky",43.4213371277,-82.8397102356
"Sandusky",41.4396476746,-82.7233467102
"St. Catharines",43.1682624817,-79.2408599854
"13440",43.213402,-75.473892
"Saybrook",40.426929,-88.527252
"Norman",35.2507038116,-97.3551826477
